event_id,title,date,latitude,longitude,state,location_description,trigger,size,fatalities,injuries,source
5427,"Koide Government High School, Senapati, Manipur",08/15/2013 12:00:00 AM,25.3833,94.1884,Nāgāland,"Koide Government High School, Senapati, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8339,Kamakhya Temple,09/23/2015 12:00:00 AM,26.1666,91.7042,Assam,Kamakhya Temple,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4905,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",06-07-2013 00:00,26.0977,94.7031,Nāgāland,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9186,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",07/25/2016 12:30:00 PM,25.48,94.1383,Manipur,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",continuous_rain,medium,0,1,ISRO / NRSC Landslide Inventory & GLC
5107,"National Highway 29 Near Phesama Village, Nagaland",07/15/2013 12:00:00 AM,25.6269,94.1139,Nāgāland,"National Highway 29 Near Phesama Village, Nagaland",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7253,Lakhipur,07/22/2015 12:00:00 AM,24.7979,92.9974,Assam,Lakhipur,continuous_rain,medium,5,0,ISRO / NRSC Landslide Inventory & GLC
1089,"Gourishankar tea estate premises, Darjeeling, West Bengal",08/16/2009 01:30:00 AM,26.7914,88.363,Bengal,"Gourishankar tea estate premises, Darjeeling, West Bengal",downpour,medium,4,0,ISRO / NRSC Landslide Inventory & GLC
6286,Garchuk,09/22/2014 12:00:00 AM,26.1044,91.7082,Assam,Garchuk,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
7040,Sukhiapokhari,07-01-2015 00:00,26.9978,88.167,West Bengal,Sukhiapokhari,downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
6782,NH55 at Tindharia,09/28/2011 12:00:00 AM,26.8545,88.3372,West Bengal,NH55 at Tindharia,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
594,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",06/19/2008 12:00:00 AM,24.9336,93.8275,Manipur,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5337,"Yakshu, Nagaland",08/16/2013 12:00:00 AM,26.4205,94.9731,Nāgāland,"Yakshu, Nagaland",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3881,Itanagar,08-05-2011 00:00,27.1034,93.6885,Arunāchal Pradesh,Itanagar,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3925,"East Kameng, Arunachal Pradesh",08/15/2011 12:00:00 AM,27.4888,93.0153,Arunāchal Pradesh,"East Kameng, Arunachal Pradesh",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7383,"Tuitung village, Khengjoi",08-01-2015 00:00,23.899,94.1434,Manipur,"Tuitung village, Khengjoi",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8900,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",07-07-2016 00:00,25.0118,94.3136,Manipur,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",monsoon,large,0,0,ISRO / NRSC Landslide Inventory & GLC
4757,"East Siang, Arunachal Pradesh",02/18/2013 12:00:00 AM,28.1193,95.1645,Arunāchal Pradesh,"East Siang, Arunachal Pradesh",rain,medium,3,2,ISRO / NRSC Landslide Inventory & GLC
7666,Tousem,08-11-2015 00:00,25.1019,93.3729,Manipur,Tousem,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3813,National Highway 31A in West Bengal's Darjeeling district,07/20/2011 12:00:00 AM,27.1141,88.4658,Bengal,National Highway 31A in West Bengal's Darjeeling district,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
2113,"Singtam-Mangan rd, Sikkim",07/21/2010 08:00:00 AM,27.3773,88.559,Sikkim,"Singtam-Mangan rd, Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2045,"Tuensang, Nagaland",07-06-2010 00:00,26.2363,94.8133,Nāgāland,"Tuensang, Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7701,Phesama,08/19/2015 03:00:00 PM,25.6278,94.1051,Nagaland,Phesama,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2422,"Hunthar Veng, Mizoram",09/13/2010 12:00:00 AM,23.74182634,92.7141905,Mizoram,"Hunthar Veng, Mizoram",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6513,Sabroom,08/14/2014 11:00:00 PM,23.0137,91.7174,Tripura,Sabroom,downpour,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
4990,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",06/27/2013 11:00:00 PM,27.3765,88.7628,Sikkim,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2248,"Noklak-Tuensang road, Nagaland",08/14/2010 12:00:00 AM,26.222,94.9152,Nāgāland,"Noklak-Tuensang road, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5268,"Zunheboto, Nagaland",08-04-2013 00:00,26.0137,94.5163,Nāgāland,"Zunheboto, Nagaland",continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6106,Narakasur,06/26/2014 11:00:00 PM,26.1407,91.7645,Assam,Narakasur,continuous_rain,small,3,0,ISRO / NRSC Landslide Inventory & GLC
3965,NH 37 at Awang Khul ,09-06-2011 08:00,24.808,93.117,Assam,NH 37 at Awang Khul ,rain,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
1092,near the Rohini-Sirubari road,08/16/2009 09:00:00 AM,26.74452462,88.40011959,Bengal,near the Rohini-Sirubari road,downpour,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
1111,"Melli Chalisey, Sikkim",08/20/2009 12:00:00 AM,27.1344,88.4575,Bengal,"Melli Chalisey, Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7035,Mahindra,06/30/2015 12:00:00 AM,25.4243,88.2746,West Bengal,Mahindra,downpour,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
6969,"Nakham Bazaar, Tura, Meghalaya",06/16/2015 06:15:00 AM,25.5114,90.215,Meghalaya,"Nakham Bazaar, Tura, Meghalaya",downpour,medium,4,0,ISRO / NRSC Landslide Inventory & GLC
2044,"Kiphire,  Nagaland",07-06-2010 00:00,25.8877,94.7861,Nāgāland,"Kiphire,  Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2587,"Lower Chandmari area, PWD department, Kohima, Manipur",10-10-2010 06:00,25.6623,94.1072,Nāgāland,"Lower Chandmari area, PWD department, Kohima, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8684,"Kamrup district, Assam, India",07-07-2016 00:00,25.9611,91.3681,Assam,"Kamrup district, Assam, India",continuous_rain,medium,2,2,ISRO / NRSC Landslide Inventory & GLC
1596,"LangthAbal Khoupum, Imphal, Manipur",03/27/2010 08:00:00 PM,24.7339,93.9161,Manipur,"LangthAbal Khoupum, Imphal, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1771,"Raj Bhavan Guwahati, Assam",04/20/2010 12:00:00 AM,26.1978,91.7665,Assam,"Raj Bhavan Guwahati, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7364,Phungyar road,07/31/2015 09:00:00 AM,24.819,94.3551,Manipur,Phungyar road,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6968,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",06/13/2015 12:00:00 AM,25.463,92.2121,Meghalaya,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",continuous_rain,medium,4,2,ISRO / NRSC Landslide Inventory & GLC
7373,between Maku village and Kamjong sub division,08-01-2015 00:00,24.9111,94.4759,Manipur,between Maku village and Kamjong sub division,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4570, Arunachal Pradesh ,09/19/2012 12:00:00 AM,27.8458,95.2253,Arunāchal Pradesh, Arunachal Pradesh ,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1935,"atharamura hills, Highway 44, Tripura",06-03-2010 00:00,23.8986,91.7599,Tripura,"atharamura hills, Highway 44, Tripura",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2577,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",10-09-2010 00:00,25.5265,93.8673,Nāgāland,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7276,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*",07/25/2015 09:00:00 AM,26.1062,91.8717,Assam,,continuous_rain,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
2576,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",10-09-2010 00:00,25.4788,94.1399,Nāgāland,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1102,"Sombaria, West Sikkim",08/19/2009 08:30:00 PM,27.2644,88.1365,NER,"Sombaria, West Sikkim",downpour,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
1056,"Darjeeling, West Bengal ",07/22/2009 12:00:00 AM,27.04,88.264,Bengal,"Darjeeling, West Bengal ",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6293,South West Garo Hills,10/20/2014 12:00:00 AM,25.5006,90.0896,Meghalaya,South West Garo Hills,rain,medium,6,0,ISRO / NRSC Landslide Inventory & GLC
4858,"Nursery, North Guwahati, Guwahati, Assam,",05-11-2013 09:00,26.1662,91.7138,Assam,"Nursery, North Guwahati, Guwahati, Assam,",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5269,"Tizu, Nagaland",08-04-2013 00:00,25.8376,94.5234,Nāgāland,"Tizu, Nagaland",continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5270,"Phizo, Nagaland",08-04-2013 00:00,26.0481,94.4619,Nāgāland,"Phizo, Nagaland",continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6284,Batahghuli,09/22/2014 12:00:00 AM,26.1324,91.8342,Assam,Batahghuli,rain,small,0,1,ISRO / NRSC Landslide Inventory & GLC
4394,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",06-07-2012 04:30,27.1748,88.6458,Sikkim,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",rain,large,7,0,ISRO / NRSC Landslide Inventory & GLC
6146,"Kalimpong, West Bengal",07/15/2014 12:00:00 AM,27.059,88.4694,West Bengal,"Kalimpong, West Bengal",rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
9251,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",07/28/2016 11:00:00 PM,25.8702,94.7844,Nagaland,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7699,Zunheboto district,08/19/2015 12:00:00 AM,26.0214,94.5224,Nagaland,Zunheboto district,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7664,Nungba,08-11-2015 00:00,24.7459,93.4251,Manipur,Nungba,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1088,"Kerseong, Sub-division, Siliguri district, West Bengal",08/16/2009 02:00:00 AM,26.8867642,88.28044714,Bengal,"Kerseong, Sub-division, Siliguri district, West Bengal",downpour,medium,5,0,ISRO / NRSC Landslide Inventory & GLC
7589,National Highway 44,08/19/2015 12:00:00 AM,25.2568,92.3825,Meghalaya,National Highway 44,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7887,Hawai,08/16/2015 12:00:00 AM,27.8835,96.9262,Arunachal Pradesh,Hawai,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9404,"Hayuliang, Anjaw district,Arunachal Pradesh, India",05-01-2016 00:00,28.0822,96.5316,Arunachal Pradesh,"Hayuliang, Anjaw district,Arunachal Pradesh, India",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6287,Dhirenpara,09/22/2014 12:00:00 AM,26.1295,91.7056,Assam,Dhirenpara,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
2296,"many locations around Namchi, Sikkim",08/20/2010 12:00:00 AM,27.167,88.3652,Sikkim,"many locations around Namchi, Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2304,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",08/21/2010 06:00:00 PM,25.5718,94.1211,Nāgāland,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5273,"Zhekuto, Nagaland",08-04-2013 00:00,26.1807,94.5497,Nāgāland,"Zhekuto, Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1125,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ",08/26/2009 12:00:00 AM,27.3746,88.7648,Sikkim,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
8995,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",07/14/2016 12:00:00 AM,26.1963,91.8074,Assam,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",monsoon,small,1,0,ISRO / NRSC Landslide Inventory & GLC
2112,"Zang(?), east Sikkim",07/21/2010 08:00:00 AM,27.5509,88.6475,NER,"Zang(?), east Sikkim",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2455,"road to Shivpur(Shivpuri), Pauri Garhwal district, Uttarakhand",09/19/2010 12:00:00 AM,30.1035,78.4265,Uttarakhand,"road to Shivpur(Shivpuri), Pauri Garhwal district, Uttarakhand",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2567,"Phek, Manipur",10-08-2010 00:00,25.6633,94.4703,Manipur,"Phek, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
241,"National Highway 31A between Rangpo and Tarkhola, in East Sikkim",09-07-2007 00:00,27.201,88.4883,NER,"National Highway 31A between Rangpo and Tarkhola, in East Sikkim",rain,large,0,0,ISRO / NRSC Landslide Inventory & GLC
3794,West Bengal-Sikkim at highway Rambi,07/17/2011 12:00:00 AM,26.99195749,88.42280921,Sikkim,West Bengal-Sikkim at highway Rambi,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6285,VIP Road,09/22/2014 12:00:00 AM,26.159,91.8178,Assam,VIP Road,rain,small,0,0,ISRO / NRSC Landslide Inventory & GLC
868,"Kamrup, and Sonitpur, Assam",10/29/2008 12:00:00 AM,26.3333,91.25,Assam,"Kamrup, and Sonitpur, Assam",downpour,medium,7,0,ISRO / NRSC Landslide Inventory & GLC
5005,"Walo Ward, Mon Town, Wokha District, Nagaland",07-01-2013 00:00,26.72,95.029,Nāgāland,"Walo Ward, Mon Town, Wokha District, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3860,"Maram, Manipur",07/29/2011 12:00:00 AM,25.4192,94.108,Nāgāland,"Maram, Manipur",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5476,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),09-07-2013 15:00,27.3736,88.7323,Sikkim,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1032,"Rangiabong (Jorbungalow), Darjeeling, West Bengal",05/26/2009 12:00:00 AM,27.0095,88.2592,Bengal,"Rangiabong (Jorbungalow), Darjeeling, West Bengal",tropical_cyclone,medium,6,0,ISRO / NRSC Landslide Inventory & GLC
1127,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),08/27/2009 12:00:00 AM,25.1718,93.123,Assam,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
221,between Bally Halt and Rajchandrapur stations in Kolkata,08/31/2007 12:00:00 AM,22.6461,88.3403,Bengal,between Bally Halt and Rajchandrapur stations in Kolkata,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1107,"Geetkolbong, Kalimpong sub-division, Darjeeling, West Bengal",08/20/2009 12:00:00 AM,27.0736,88.4779,Bengal,"Geetkolbong, Kalimpong sub-division, Darjeeling, West Bengal",continuous_rain,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
2201,"Darjeeling district, West Bengal, Toy Train route",08-05-2010 00:00,27.0366,88.263,Bengal,"Darjeeling district, West Bengal, Toy Train route",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5603,"Tusom, Manipur",10/13/2013 07:30:00 PM,25.426,94.6024,Manipur,"Tusom, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2042,"Zunheboto, Nagaland",07-06-2010 00:00,26.0093,94.5238,Nāgāland,"Zunheboto, Nagaland",monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
5442,Arunachal Pradesh,09-02-2013 00:00,27.1614,93.7525,Arunāchal Pradesh,Arunachal Pradesh,downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
7933,Maligaon,09-01-2015 00:00,26.1868,91.6739,Assam,Maligaon,rain,medium,2,0,ISRO / NRSC Landslide Inventory & GLC
3637,"Lasumi village in Phek district, Kohima",06/21/2011 12:00:00 AM,25.51614662,94.2341227,Nāgāland,"Lasumi village in Phek district, Kohima",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6965,"National Highway 31A, Darjeeling Hills",06/17/2015 12:00:00 AM,27.0257,88.4301,West Bengal,"National Highway 31A, Darjeeling Hills",downpour,small,0,0,ISRO / NRSC Landslide Inventory & GLC
4393,"Nathang Maong, Sikkim",06-07-2012 00:00,27.7565,88.632,NER,"Nathang Maong, Sikkim",downpour,large,7,0,ISRO / NRSC Landslide Inventory & GLC
3837,NH 37,07/24/2011 12:30:00 PM,26.5836,93.0038,Assam,NH 37,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
220,"Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)",08/31/2007 12:00:00 AM,25.1333,93.9667,Manipur,"Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
212,National Highway No 44 at Sonarpur in Meghalaya,08/26/2007 12:00:00 AM,25.5576,91.8506,Meghālaya,National Highway No 44 at Sonarpur in Meghalaya,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7372,Naga Gate along the Ukhrul-Imphal route,07/31/2015 11:00:00 PM,25.0634,94.3415,Manipur,Naga Gate along the Ukhrul-Imphal route,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2570,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",10-08-2010 00:00,24.837,93.9128,Manipur,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
126,Bardang near Singtam,07/16/2007 12:00:00 AM,27.1499,88.38,Sikkim,Bardang near Singtam,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1168,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",09/17/2009 12:00:00 AM,27.1954,88.6115,Sikkim,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3806,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",07/19/2011 12:00:00 AM,27.1032,93.6884,Arunāchal Pradesh,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",downpour,medium,3,0,ISRO / NRSC Landslide Inventory & GLC
2214,Dārjiling : The traffic along the National Highway 55 was disrupted on Friday following a heavy rainfall that triggered landslide in the Darjeeling H*,08-06-2010 00:00,27.0375,88.2627,Bengal,,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2026,"Borsorsa(?), West Khasi Hills, Meghalaya",06/28/2010 12:00:00 AM,25.4916,91.2698,Meghālaya,"Borsorsa(?), West Khasi Hills, Meghalaya",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3943,"Samathang, Sikkim",08/23/2011 12:00:00 AM,27.13862165,88.22551799,NER,"Samathang, Sikkim",downpour,medium,5,0,ISRO / NRSC Landslide Inventory & GLC
714,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",08/14/2008 12:00:00 AM,27.163,94.0,Assam,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6110,"Bhangagarh, Assam",06/27/2014 12:00:00 AM,26.1619,91.7697,Assam,"Bhangagarh, Assam",rain,small,3,0,ISRO / NRSC Landslide Inventory & GLC
247,"Lower Shajouba village near Tadubi along NH 39, Manipur ",09-08-2007 00:00,25.0604,93.9877,Manipur,"Lower Shajouba village near Tadubi along NH 39, Manipur ",rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4407,"NH44, Malidhor area,  Baleswar",06/13/2012 12:00:00 AM,25.0951,92.3567,Assam,"NH44, Malidhor area,  Baleswar",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
3789,Mebua (8 km from Seppa),07/16/2011 12:00:00 AM,27.2743,92.9064,Arunāchal Pradesh,Mebua (8 km from Seppa),downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9618,Kalijhora,10/15/2016 12:00:00 AM,26.9343,88.4486,West Bengal,Kalijhora,downpour,small,0,0,ISRO / NRSC Landslide Inventory & GLC
6292,Hatsingimari,09/23/2014 12:00:00 AM,25.7238,89.9032,Assam,Hatsingimari,continuous_rain,small,1,0,ISRO / NRSC Landslide Inventory & GLC
6783,Tindharia railway maintenance shed,07/19/2012 12:00:00 AM,26.8546,88.3373,West Bengal,Tindharia railway maintenance shed,monsoon,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
545,"A Cachar District village, near village of Srinager, Assam",05/20/2008 12:00:00 AM,24.9849,92.8411,Assam,"A Cachar District village, near village of Srinager, Assam",mining,medium,5,0,ISRO / NRSC Landslide Inventory & GLC
7265,Willong-Yangkhullen stretch,07/22/2015 12:00:00 AM,25.5007,93.9854,Manipur,Willong-Yangkhullen stretch,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2436,"Taithu village, Churanchandpur district, Mizoram, Manipur",09/16/2010 03:00:00 AM,24.3069,93.125,Mizoram,"Taithu village, Churanchandpur district, Mizoram, Manipur",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7727,between Phesama and Kuima in Nagaland,08/20/2015 06:00:00 PM,25.6263,94.1057,Nagaland,between Phesama and Kuima in Nagaland,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7334,Arunachal Pradesh,08/18/2015 12:00:00 AM,28.1737,94.7596,Arunachal Pradesh,Arunachal Pradesh,unknown,medium,1,0,ISRO / NRSC Landslide Inventory & GLC
6200,Arunachal Pradesh/Itanagar,08/17/2014 12:00:00 AM,27.0869,93.6086,Arunachal Pradesh,Arunachal Pradesh/Itanagar,downpour,large,0,0,ISRO / NRSC Landslide Inventory & GLC
9617,Zero near Kurseong,10/15/2016 12:00:00 AM,26.888,88.2796,West Bengal,Zero near Kurseong,unknown,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7778,Phullen’s main road,08/26/2015 12:00:00 AM,23.8447,93.0514,Mizoram,Phullen’s main road,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6290,Mawbah under Mawprem area,09/23/2014 03:00:00 AM,25.5772,91.8666,Meghalaya,Mawbah under Mawprem area,continuous_rain,small,8,1,ISRO / NRSC Landslide Inventory & GLC
4408,"NH44, Kuliang",06/13/2012 12:00:00 AM,25.5498,92.0757,Meghālaya,"NH44, Kuliang",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
1110,"Kurseong, Darjeeling, West Bengal",08/20/2009 08:30:00 PM,26.88405686,88.28087032,Bengal,"Kurseong, Darjeeling, West Bengal",continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4403,"Imphal-Jiribam section of NH-37 , Manipur",06-10-2012 00:00,24.8142,93.5444,Manipur,"Imphal-Jiribam section of NH-37 , Manipur",downpour,very_large,0,0,ISRO / NRSC Landslide Inventory & GLC
5429,Tamabong Village In Sikkim State,09-01-2013 18:00,27.3425,88.2426,Sikkim,Tamabong Village In Sikkim State,downpour,medium,5,0,ISRO / NRSC Landslide Inventory & GLC
2140,"road between Halfong and Redzol(?) or Silchar, Assam",07/25/2010 12:00:00 AM,25.0477,92.801,Assam,"road between Halfong and Redzol(?) or Silchar, Assam",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
2243,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",08/13/2010 12:00:00 AM,25.70223725,94.04619681,Nāgāland,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
9074,"Rimbik, Darjeeling, West Bengal state, India",07/20/2016 12:00:00 AM,27.1176,88.1069,West Bengal,"Rimbik, Darjeeling, West Bengal state, India",downpour,large,3,0,ISRO / NRSC Landslide Inventory & GLC
9142,"lower Majakong Ward, Mokokchung, Nagaland, India",06/14/2016 08:00:00 AM,26.3185,94.5247,Nagaland,"lower Majakong Ward, Mokokchung, Nagaland, India",continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
6107,Bamunimaidam,06/26/2014 11:00:00 PM,26.1844,91.7896,Assam,Bamunimaidam,continuous_rain,small,1,0,ISRO / NRSC Landslide Inventory & GLC
255,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,09-10-2007 00:00,24.2451,94.0691,Manipur,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7660,Phesama village,08-12-2015 00:00,25.6237,94.1136,Nagaland,Phesama village,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7037,Kurseong,07-01-2015 00:00,26.8811,88.2779,West Bengal,Kurseong,downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
4556,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",09/16/2012 12:00:00 AM,27.1675,88.3651,Sikkim,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",downpour,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
7389,between Bongyang and Lokchao along the Imphal-Moreh highway,08-01-2015 00:00,24.4072,94.0644,Manipur,between Bongyang and Lokchao along the Imphal-Moreh highway,continuous_rain,medium,0,0,ISRO / NRSC Landslide Inventory & GLC
