slope,elevation,aspect_deg,historical_density,dist_to_road_m,dist_to_drainage_m,geology_weathering,rain_1h,rain_6h,rain_24h,rain_72h,forecast_rain_24h,soil_moisture_0_7,soil_moisture_7_28,soil_moisture_28_100,humidity,temperature,population,road_criticality,target_risk_score,risk_class,data_source
24.43,1672.9,305.3,1,84.0,157.9,3.5,28.4,125.1,276.6,553.5,207.45,0.494,0.52,0.446,99.0,15.1,8500,2.0,10.7,0,LANDSLIDE_OBSERVATION_CATALOG
13.74,1763.3,0.5,2,147.8,175.4,3.0,85.2,317.9,600.0,1200.0,450.0,0.55,0.52,0.48,99.0,14.5,8500,2.0,38.2,1,LANDSLIDE_OBSERVATION_CATALOG
20.31,1344.9,314.4,2,174.0,83.5,3.0,14.2,45.0,104.5,270.1,78.38,0.274,0.376,0.31,75.7,17.3,8500,2.0,2.9,0,LANDSLIDE_OBSERVATION_CATALOG
21.98,1752.8,307.2,4,897.5,1342.8,3.0,7.8,23.1,75.9,141.8,56.93,0.237,0.273,0.248,71.4,14.6,8500,1.0,3.3,0,LANDSLIDE_OBSERVATION_CATALOG
15.86,2365.4,186.8,0,246.4,763.9,3.0,24.0,61.7,158.9,325.2,119.18,0.343,0.42,0.336,83.8,10.6,8500,2.0,2.2,0,LANDSLIDE_OBSERVATION_CATALOG
35.16,2216.2,338.9,2,276.9,1031.6,3.0,15.5,62.3,164.4,332.2,123.3,0.35,0.426,0.339,84.7,11.6,8500,1.0,6.6,0,LANDSLIDE_OBSERVATION_CATALOG
31.39,1156.6,8.4,5,877.9,3397.1,3.0,22.4,22.4,137.4,277.3,103.05,0.316,0.382,0.313,80.6,18.5,8500,1.0,10.0,0,LANDSLIDE_OBSERVATION_CATALOG
11.98,2362.9,164.6,1,680.6,31.4,3.0,10.3,34.7,91.8,183.9,68.85,0.258,0.307,0.268,73.8,10.6,8500,1.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
37.34,3441.2,239.6,2,713.5,248.8,3.0,12.0,57.0,139.7,313.1,104.77,0.319,0.41,0.33,81.0,5.0,8500,1.0,6.3,0,LANDSLIDE_OBSERVATION_CATALOG
4.36,596.1,342.5,0,382.7,477.6,3.0,19.4,75.3,167.4,381.9,125.55,0.354,0.466,0.363,85.1,22.1,8500,1.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
39.36,2727.8,319.0,3,757.7,933.8,3.0,18.1,66.1,130.5,315.3,97.88,0.307,0.412,0.331,79.6,8.3,8500,1.0,12.2,0,LANDSLIDE_OBSERVATION_CATALOG
16.34,947.9,149.1,1,1712.6,807.3,3.0,6.4,18.7,25.8,35.1,19.35,0.173,0.188,0.197,63.9,19.8,8500,1.0,0.7,0,LANDSLIDE_OBSERVATION_CATALOG
27.94,2104.8,278.8,1,570.8,1022.9,3.0,16.2,65.5,216.5,428.3,162.38,0.417,0.503,0.386,92.5,12.3,8500,1.0,4.1,0,LANDSLIDE_OBSERVATION_CATALOG
31.28,20.0,61.0,0,209.6,14.3,3.0,19.4,59.0,116.3,373.2,87.22,0.289,0.459,0.359,77.4,25.9,8500,2.0,4.2,0,LANDSLIDE_OBSERVATION_CATALOG
50.51,1874.5,192.9,4,720.2,269.5,3.0,24.7,70.8,175.7,341.9,131.77,0.365,0.434,0.344,86.4,13.8,8500,1.0,21.3,0,LANDSLIDE_OBSERVATION_CATALOG
27.47,1332.1,293.4,2,50.6,226.4,3.5,4.9,7.4,35.7,91.7,26.78,0.186,0.233,0.224,65.4,17.3,15000,3.0,2.8,0,LANDSLIDE_OBSERVATION_CATALOG
10.6,2673.5,221.8,0,339.9,1317.6,3.5,21.2,93.6,257.8,641.1,193.35,0.47,0.52,0.48,98.7,8.6,8500,1.0,6.2,0,LANDSLIDE_OBSERVATION_CATALOG
23.71,1538.1,85.0,4,427.1,289.5,3.0,24.1,62.4,169.3,415.2,126.98,0.357,0.492,0.379,85.4,16.0,8500,1.0,6.4,0,LANDSLIDE_OBSERVATION_CATALOG
21.4,1450.1,55.2,1,12.2,138.0,3.0,25.3,96.2,242.9,397.5,182.18,0.451,0.478,0.371,96.4,16.6,15000,3.0,4.9,0,LANDSLIDE_OBSERVATION_CATALOG
46.07,980.0,142.8,2,35.5,352.9,4.0,3.5,5.0,12.5,33.3,9.38,0.156,0.187,0.196,61.9,19.6,15000,3.0,4.6,0,LANDSLIDE_OBSERVATION_CATALOG
14.51,1047.6,29.8,2,74.2,35.2,3.0,6.0,37.3,82.3,222.3,61.72,0.245,0.338,0.287,72.3,19.2,8500,2.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
33.49,1662.6,72.8,3,37.5,137.5,4.0,27.6,94.2,288.5,601.8,216.38,0.509,0.52,0.469,99.0,15.2,15000,3.0,34.9,1,LANDSLIDE_OBSERVATION_CATALOG
23.52,2054.9,278.7,2,103.0,255.2,3.0,5.4,18.0,32.1,111.0,24.08,0.181,0.249,0.233,64.8,12.6,8500,2.0,2.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,716.4,306.2,8,785.1,1533.6,3.0,23.9,87.3,208.6,500.5,156.45,0.407,0.52,0.42,91.3,21.3,8500,1.0,29.5,1,LANDSLIDE_OBSERVATION_CATALOG
2.75,1571.5,227.1,1,253.9,809.9,3.0,2.6,27.0,75.9,118.8,56.93,0.237,0.255,0.237,71.4,15.8,8500,1.0,0.7,0,LANDSLIDE_OBSERVATION_CATALOG
43.82,1961.2,151.3,2,613.5,1621.7,3.0,14.0,73.2,185.0,368.2,138.75,0.377,0.455,0.357,87.8,13.3,8500,1.0,11.3,0,LANDSLIDE_OBSERVATION_CATALOG
31.86,44.2,327.2,0,329.7,352.3,3.0,19.4,57.9,158.8,326.9,119.1,0.343,0.422,0.337,83.8,25.7,8500,1.0,3.8,0,LANDSLIDE_OBSERVATION_CATALOG
6.2,732.8,231.2,2,221.8,597.1,3.0,5.3,11.0,11.0,11.0,8.25,0.154,0.169,0.185,61.6,21.2,8500,2.0,0.8,0,LANDSLIDE_OBSERVATION_CATALOG
21.79,1653.8,12.3,3,584.6,721.1,3.0,2.2,7.5,32.5,79.5,24.38,0.182,0.224,0.218,64.9,15.3,8500,1.0,1.7,0,LANDSLIDE_OBSERVATION_CATALOG
36.08,1311.1,34.1,2,329.9,592.0,3.0,3.0,15.5,46.5,61.4,34.88,0.2,0.209,0.209,67.0,17.5,8500,1.0,4.3,0,LANDSLIDE_OBSERVATION_CATALOG
28.17,779.4,189.7,4,2441.9,57.5,4.0,26.0,69.6,190.2,493.8,142.65,0.383,0.52,0.417,88.5,20.9,8500,1.0,16.7,0,LANDSLIDE_OBSERVATION_CATALOG
49.44,552.2,220.7,2,559.7,560.0,3.0,41.2,103.0,229.2,461.1,171.9,0.433,0.52,0.401,94.4,22.4,8500,1.0,39.9,1,LANDSLIDE_OBSERVATION_CATALOG
57.21,1872.4,142.4,4,159.1,55.9,3.0,3.1,13.4,28.2,79.9,21.15,0.176,0.224,0.218,64.2,13.8,8500,2.0,6.1,0,LANDSLIDE_OBSERVATION_CATALOG
34.25,1165.5,106.3,2,13.8,2033.4,4.0,59.3,178.2,352.1,776.9,264.08,0.55,0.52,0.48,99.0,18.4,15000,3.0,57.9,2,LANDSLIDE_OBSERVATION_CATALOG
30.36,861.3,178.6,2,548.3,495.0,3.0,20.7,86.5,245.0,482.6,183.75,0.454,0.52,0.412,96.8,20.4,8500,1.0,14.3,0,LANDSLIDE_OBSERVATION_CATALOG
27.89,2041.0,50.4,5,158.6,491.6,3.5,4.9,17.8,49.6,110.2,37.2,0.203,0.248,0.233,67.4,12.7,8500,2.0,5.5,0,LANDSLIDE_OBSERVATION_CATALOG
30.82,1893.2,88.1,2,447.9,1192.4,3.0,44.3,141.3,340.4,677.8,255.3,0.55,0.52,0.48,99.0,13.7,8500,1.0,39.5,1,LANDSLIDE_OBSERVATION_CATALOG
60.58,2143.1,339.6,4,767.6,299.4,3.0,20.0,45.8,104.3,220.0,78.22,0.274,0.336,0.286,75.6,12.1,8500,1.0,17.6,0,LANDSLIDE_OBSERVATION_CATALOG
34.35,1559.3,104.0,1,45.8,1770.8,3.0,20.8,79.4,189.6,341.7,142.2,0.383,0.433,0.344,88.4,15.9,15000,3.0,7.5,0,LANDSLIDE_OBSERVATION_CATALOG
9.21,1450.3,65.0,1,435.4,908.5,3.0,20.3,55.4,103.9,286.1,77.93,0.273,0.389,0.317,75.6,16.6,8500,1.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
35.59,868.7,162.3,2,258.0,3702.8,3.0,18.2,53.8,123.3,203.5,92.47,0.298,0.323,0.278,78.5,20.4,8500,1.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
23.13,442.2,336.8,5,1011.1,401.9,3.0,37.3,122.2,302.7,671.2,227.02,0.527,0.52,0.48,99.0,23.1,8500,1.0,25.5,0,LANDSLIDE_OBSERVATION_CATALOG
11.12,20.0,321.7,0,321.2,104.2,3.0,32.2,116.7,255.4,581.3,191.55,0.467,0.52,0.459,98.3,25.9,8500,1.0,4.5,0,LANDSLIDE_OBSERVATION_CATALOG
11.94,435.0,138.0,0,819.1,1223.7,4.0,7.6,15.6,32.3,65.2,24.22,0.181,0.212,0.211,64.8,23.2,8500,1.0,0.5,0,LANDSLIDE_OBSERVATION_CATALOG
45.12,20.0,140.6,2,224.2,2083.2,3.0,5.9,19.0,43.8,78.6,32.85,0.196,0.223,0.218,66.6,25.9,8500,2.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
18.35,152.6,342.0,2,667.6,70.7,3.0,18.6,81.6,215.9,509.0,161.93,0.416,0.52,0.424,92.4,25.0,8500,1.0,6.6,0,LANDSLIDE_OBSERVATION_CATALOG
23.83,2001.6,249.0,1,280.6,851.1,3.0,9.5,40.6,80.4,224.2,60.3,0.243,0.339,0.288,72.1,13.0,8500,1.0,1.7,0,LANDSLIDE_OBSERVATION_CATALOG
7.08,1907.3,227.3,1,64.9,325.3,3.0,21.2,62.4,178.3,406.8,133.73,0.368,0.485,0.375,86.7,13.6,8500,2.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
30.14,1443.1,214.9,2,254.5,178.3,3.0,14.5,52.7,116.8,220.8,87.6,0.29,0.337,0.286,77.5,16.6,8500,1.0,5.1,0,LANDSLIDE_OBSERVATION_CATALOG
34.93,1866.2,67.9,1,40.9,769.3,3.0,7.8,32.4,59.0,106.7,44.25,0.216,0.245,0.231,68.8,13.9,15000,3.0,3.2,0,LANDSLIDE_OBSERVATION_CATALOG
14.92,1884.5,314.7,1,338.5,457.3,4.0,10.0,40.7,129.9,254.3,97.43,0.306,0.363,0.302,79.5,13.8,8500,1.0,1.6,0,LANDSLIDE_OBSERVATION_CATALOG
32.51,2335.3,136.0,1,160.5,841.9,3.0,18.7,76.5,171.5,321.0,128.62,0.36,0.417,0.334,85.7,10.8,8500,2.0,5.0,0,LANDSLIDE_OBSERVATION_CATALOG
23.57,1455.9,3.0,1,159.8,381.9,3.0,7.5,7.5,22.0,22.0,16.5,0.168,0.178,0.191,63.3,16.5,8500,2.0,1.1,0,LANDSLIDE_OBSERVATION_CATALOG
53.97,2288.5,159.7,2,952.0,1143.0,3.0,25.2,71.4,194.6,433.2,145.95,0.389,0.507,0.388,89.2,11.1,8500,1.0,18.4,0,LANDSLIDE_OBSERVATION_CATALOG
33.89,1988.3,288.2,1,1104.8,23.8,3.0,26.9,82.2,223.4,483.0,167.55,0.426,0.52,0.412,93.5,13.1,8500,1.0,10.3,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,2453.4,313.8,0,1367.9,55.8,4.0,6.9,6.9,14.4,32.7,10.8,0.158,0.186,0.196,62.2,10.1,8500,1.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
32.69,1230.5,81.8,3,1922.9,52.2,4.0,14.1,45.9,119.0,274.0,89.25,0.292,0.379,0.312,77.8,18.0,8500,1.0,6.1,0,LANDSLIDE_OBSERVATION_CATALOG
11.65,1542.2,236.5,0,1594.6,1136.9,3.0,26.0,68.0,199.3,507.3,149.48,0.395,0.52,0.424,89.9,16.0,8500,1.0,1.7,0,LANDSLIDE_OBSERVATION_CATALOG
25.94,1007.9,197.1,4,160.1,9.8,3.0,6.5,24.5,95.0,135.6,71.25,0.262,0.268,0.245,74.2,19.4,8500,2.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
32.21,594.8,231.2,0,48.4,5.0,3.5,44.2,129.7,238.0,530.5,178.5,0.445,0.52,0.435,95.7,22.1,15000,3.0,10.3,0,LANDSLIDE_OBSERVATION_CATALOG
12.11,1108.1,47.2,5,491.9,596.6,4.0,56.9,193.1,433.3,853.8,324.98,0.55,0.52,0.48,99.0,18.8,8500,1.0,30.4,1,LANDSLIDE_OBSERVATION_CATALOG
25.0,2308.2,186.3,1,588.1,59.2,3.0,43.2,125.8,370.4,941.0,277.8,0.55,0.52,0.48,99.0,11.0,8500,1.0,13.4,0,LANDSLIDE_OBSERVATION_CATALOG
42.7,2215.4,104.4,1,494.4,256.7,3.0,4.5,20.5,36.4,56.1,27.3,0.187,0.205,0.207,65.5,11.6,8500,1.0,3.7,0,LANDSLIDE_OBSERVATION_CATALOG
12.97,918.7,206.7,4,873.4,883.3,3.5,52.1,175.2,314.9,583.7,236.17,0.543,0.52,0.46,99.0,20.0,8500,1.0,12.3,0,LANDSLIDE_OBSERVATION_CATALOG
27.2,20.0,325.3,1,17.5,390.1,3.0,14.1,34.8,109.1,200.1,81.82,0.28,0.32,0.276,76.4,25.9,15000,3.0,2.9,0,LANDSLIDE_OBSERVATION_CATALOG
35.59,443.8,269.4,6,854.3,300.0,3.0,17.7,74.8,205.1,453.9,153.82,0.403,0.52,0.398,90.8,23.1,8500,1.0,21.1,0,LANDSLIDE_OBSERVATION_CATALOG
27.8,1138.9,243.8,1,19.6,618.9,3.0,26.8,110.0,225.1,485.3,168.82,0.428,0.52,0.413,93.8,18.6,15000,3.0,5.3,0,LANDSLIDE_OBSERVATION_CATALOG
36.54,1667.1,325.2,2,550.2,101.6,3.0,61.7,226.9,462.0,907.2,346.5,0.55,0.52,0.48,99.0,15.2,8500,1.0,76.4,3,LANDSLIDE_OBSERVATION_CATALOG
38.0,1167.6,185.4,7,460.6,417.2,3.0,4.2,22.4,76.0,177.7,57.0,0.237,0.302,0.265,71.4,18.4,8500,1.0,12.2,0,LANDSLIDE_OBSERVATION_CATALOG
19.11,283.1,283.2,2,329.6,670.2,3.0,40.3,113.0,358.2,747.9,268.65,0.55,0.52,0.48,99.0,24.2,8500,1.0,16.0,0,LANDSLIDE_OBSERVATION_CATALOG
46.91,1559.5,286.8,2,100.6,517.2,3.0,30.5,81.3,248.5,460.2,186.38,0.458,0.52,0.401,97.3,15.9,8500,2.0,34.8,1,LANDSLIDE_OBSERVATION_CATALOG
32.18,2170.6,351.0,1,1307.4,447.1,3.5,16.3,55.7,96.5,231.6,72.38,0.264,0.345,0.291,74.5,11.9,8500,1.0,2.7,0,LANDSLIDE_OBSERVATION_CATALOG
44.39,1913.1,187.0,0,47.2,558.7,4.0,3.7,7.9,21.0,50.2,15.75,0.167,0.2,0.204,63.1,13.6,15000,3.0,2.6,0,LANDSLIDE_OBSERVATION_CATALOG
34.7,698.3,31.2,4,381.6,49.0,4.0,10.1,52.3,73.0,157.1,54.75,0.233,0.286,0.255,71.0,21.5,8500,1.0,5.4,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,1682.1,36.0,2,35.9,3273.8,3.5,1.4,1.4,1.4,1.4,1.05,0.142,0.161,0.181,60.2,15.1,15000,3.0,3.1,0,LANDSLIDE_OBSERVATION_CATALOG
24.2,1270.1,259.2,2,204.4,162.0,3.0,17.6,50.9,121.6,279.1,91.2,0.296,0.383,0.314,78.2,17.7,8500,2.0,5.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,20.0,337.8,0,1313.4,19.9,3.0,20.9,20.9,273.1,514.0,204.83,0.49,0.52,0.427,99.0,25.9,8500,1.0,7.7,0,LANDSLIDE_OBSERVATION_CATALOG
18.14,372.2,78.4,4,1572.1,1991.1,3.5,40.8,132.0,340.3,517.5,255.23,0.55,0.52,0.428,99.0,23.6,8500,1.0,9.6,0,LANDSLIDE_OBSERVATION_CATALOG
7.13,973.3,68.4,3,102.8,465.8,3.5,19.1,60.2,178.2,334.0,133.65,0.368,0.427,0.34,86.7,19.7,8500,2.0,3.4,0,LANDSLIDE_OBSERVATION_CATALOG
19.0,898.1,255.7,3,493.5,23.5,3.0,25.8,108.0,284.1,626.2,213.08,0.504,0.52,0.48,99.0,20.2,8500,1.0,12.1,0,LANDSLIDE_OBSERVATION_CATALOG
25.01,20.0,261.7,2,559.0,79.9,3.0,12.4,38.3,122.6,275.9,91.95,0.297,0.381,0.312,78.4,25.9,8500,1.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
16.94,1209.2,133.7,1,139.5,1052.3,3.0,27.2,107.7,253.2,509.6,189.9,0.464,0.52,0.425,98.0,18.1,8500,2.0,5.9,0,LANDSLIDE_OBSERVATION_CATALOG
32.3,409.7,182.8,5,866.2,253.0,3.0,1.2,2.2,2.5,2.5,1.88,0.143,0.162,0.181,60.4,23.3,8500,1.0,3.5,0,LANDSLIDE_OBSERVATION_CATALOG
29.19,1224.5,233.3,2,188.1,2368.3,4.0,8.8,45.9,82.5,152.2,61.88,0.246,0.282,0.253,72.4,18.0,8500,2.0,3.0,0,LANDSLIDE_OBSERVATION_CATALOG
26.72,1605.6,312.9,2,486.9,155.7,3.0,10.1,12.9,36.5,104.2,27.38,0.187,0.243,0.23,65.5,15.6,8500,1.0,1.2,0,LANDSLIDE_OBSERVATION_CATALOG
27.42,2129.0,178.8,1,689.1,1841.6,3.0,8.0,32.2,75.3,164.9,56.47,0.236,0.292,0.259,71.3,12.2,8500,1.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
25.0,225.0,183.4,1,101.1,211.4,3.0,14.2,46.2,68.8,166.4,51.6,0.228,0.293,0.26,70.3,24.5,8500,2.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,777.4,287.3,1,325.8,117.3,3.0,63.3,171.4,387.5,748.3,290.62,0.55,0.52,0.48,99.0,20.9,8500,1.0,6.3,0,LANDSLIDE_OBSERVATION_CATALOG
6.54,2584.8,118.7,1,341.9,722.2,3.0,30.1,108.5,239.0,629.5,179.25,0.446,0.52,0.48,95.8,9.2,8500,1.0,6.7,0,LANDSLIDE_OBSERVATION_CATALOG
32.8,1214.3,335.1,4,1082.0,717.1,3.0,2.8,4.0,7.7,7.7,5.78,0.15,0.166,0.184,61.2,18.1,8500,1.0,2.4,0,LANDSLIDE_OBSERVATION_CATALOG
20.0,821.2,101.9,1,517.6,161.4,3.0,7.2,33.7,56.1,117.6,42.08,0.212,0.254,0.236,68.4,20.7,8500,1.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
7.6,995.1,225.1,1,46.8,509.9,3.0,36.3,143.0,365.7,936.8,274.27,0.55,0.52,0.48,99.0,19.5,15000,3.0,10.9,0,LANDSLIDE_OBSERVATION_CATALOG
43.99,2241.9,245.6,2,241.0,27.5,3.0,7.1,24.8,79.1,171.8,59.32,0.241,0.297,0.262,71.9,11.4,8500,2.0,5.7,0,LANDSLIDE_OBSERVATION_CATALOG
25.19,1842.1,125.3,0,50.4,241.2,4.0,1.3,4.4,4.4,35.9,3.3,0.146,0.189,0.197,60.7,14.0,15000,3.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
5.59,976.4,336.1,1,642.2,904.9,3.0,19.0,70.1,181.5,436.6,136.12,0.372,0.509,0.39,87.2,19.7,8500,1.0,2.0,0,LANDSLIDE_OBSERVATION_CATALOG
23.84,130.6,25.9,5,32.4,954.8,3.0,22.4,90.7,243.6,477.2,182.7,0.452,0.52,0.409,96.5,25.2,15000,3.0,19.5,0,LANDSLIDE_OBSERVATION_CATALOG
42.22,1071.8,193.4,0,135.7,32.6,4.0,6.5,27.6,51.5,96.8,38.62,0.206,0.237,0.226,67.7,19.0,8500,2.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
14.21,1470.7,240.8,1,334.1,3492.7,3.5,23.5,71.1,157.5,307.9,118.12,0.342,0.406,0.328,83.6,16.4,8500,1.0,1.8,0,LANDSLIDE_OBSERVATION_CATALOG
0.0,254.1,70.8,1,896.3,130.7,3.5,26.8,81.0,261.6,479.7,196.2,0.475,0.52,0.41,99.0,24.3,8500,1.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
27.35,708.2,106.7,2,190.0,351.9,3.0,41.8,172.7,490.4,838.8,367.8,0.55,0.52,0.48,99.0,21.4,8500,2.0,43.4,1,LANDSLIDE_OBSERVATION_CATALOG
4.61,30.5,237.5,4,277.2,145.4,3.0,23.1,99.5,279.9,493.4,209.92,0.498,0.52,0.417,99.0,25.8,8500,1.0,6.4,0,LANDSLIDE_OBSERVATION_CATALOG
23.24,178.7,267.7,2,270.9,300.0,3.0,17.7,51.4,135.5,358.0,101.62,0.313,0.446,0.352,80.3,24.8,8500,1.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
17.64,177.6,236.8,2,105.9,897.6,3.0,16.0,66.5,189.8,459.0,142.35,0.383,0.52,0.4,88.5,24.8,8500,2.0,4.8,0,LANDSLIDE_OBSERVATION_CATALOG
23.63,2203.1,113.0,1,349.9,141.7,3.0,25.4,78.4,256.6,570.6,192.45,0.468,0.52,0.454,98.5,11.7,8500,1.0,5.8,0,LANDSLIDE_OBSERVATION_CATALOG
39.62,1554.9,282.5,1,50.9,596.2,3.0,21.6,72.8,259.2,595.6,194.4,0.472,0.52,0.466,98.9,15.9,15000,3.0,22.6,0,LANDSLIDE_OBSERVATION_CATALOG
19.74,1659.1,148.1,1,245.9,1370.6,3.0,7.7,24.1,45.2,76.1,33.9,0.198,0.221,0.217,66.8,15.2,8500,2.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
16.04,1300.3,328.6,1,86.8,1045.9,3.0,5.2,22.1,54.1,150.8,40.58,0.209,0.281,0.252,68.1,17.5,8500,2.0,1.5,0,LANDSLIDE_OBSERVATION_CATALOG
23.02,643.9,149.1,1,385.0,2435.3,3.0,23.3,78.4,215.3,384.9,161.48,0.416,0.468,0.365,92.3,21.8,8500,1.0,3.9,0,LANDSLIDE_OBSERVATION_CATALOG
7.82,547.2,237.8,2,827.7,789.6,3.0,22.7,85.1,156.6,239.4,117.45,0.34,0.352,0.295,83.5,22.4,8500,1.0,1.9,0,LANDSLIDE_OBSERVATION_CATALOG
21.41,2286.8,309.4,0,13.6,1132.9,3.5,21.8,73.5,222.3,467.2,166.73,0.425,0.52,0.404,93.3,11.1,15000,3.0,5.8,0,LANDSLIDE_OBSERVATION_CATALOG
43.83,1558.7,219.3,5,405.0,548.4,4.0,51.3,221.7,571.2,948.5,428.4,0.55,0.52,0.48,99.0,15.9,8500,1.0,99.2,3,LANDSLIDE_OBSERVATION_CATALOG
20.76,2336.8,193.1,1,544.8,573.4,3.0,16.7,40.9,86.7,207.9,65.03,0.251,0.326,0.28,73.0,10.8,8500,1.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
21.19,2209.9,17.5,1,330.0,485.2,4.0,14.0,14.0,79.0,149.2,59.25,0.241,0.279,0.252,71.8,11.6,8500,1.0,3.0,0,LANDSLIDE_OBSERVATION_CATALOG
27.2,2551.0,71.8,3,9.9,404.8,3.0,9.4,34.3,98.0,190.7,73.5,0.265,0.313,0.272,74.7,9.4,15000,3.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
8.81,832.1,270.2,2,739.2,40.3,3.5,18.3,69.3,170.7,351.7,128.02,0.358,0.441,0.349,85.6,20.6,8500,1.0,2.4,0,LANDSLIDE_OBSERVATION_CATALOG
26.41,1535.0,1.1,2,734.8,123.9,3.0,15.7,15.7,118.9,209.4,89.18,0.292,0.328,0.281,77.8,16.0,8500,1.0,2.9,0,LANDSLIDE_OBSERVATION_CATALOG
17.8,804.0,225.9,0,43.8,176.1,3.0,11.3,36.5,103.5,204.5,77.62,0.272,0.324,0.278,75.5,20.8,15000,3.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
3.55,852.8,68.4,0,459.4,556.1,3.0,9.3,23.1,91.4,211.0,68.55,0.257,0.329,0.281,73.7,20.5,8500,1.0,0.9,0,LANDSLIDE_OBSERVATION_CATALOG
20.43,1878.5,112.3,1,42.3,42.1,3.0,12.8,12.8,79.3,160.0,59.47,0.242,0.288,0.257,71.9,13.8,15000,3.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
7.99,753.3,41.8,3,342.7,138.0,3.0,39.7,124.9,328.7,770.6,246.52,0.55,0.52,0.48,99.0,21.1,8500,1.0,10.3,0,LANDSLIDE_OBSERVATION_CATALOG
33.62,2787.8,85.4,2,737.0,529.6,4.0,16.0,38.8,95.8,166.4,71.85,0.263,0.293,0.26,74.4,7.9,8500,1.0,4.3,0,LANDSLIDE_OBSERVATION_CATALOG
7.95,1104.1,303.1,2,191.8,784.6,3.0,24.2,106.1,246.6,570.6,184.95,0.456,0.52,0.454,97.0,18.8,8500,2.0,3.1,0,LANDSLIDE_OBSERVATION_CATALOG
32.92,2131.4,216.7,2,307.8,1135.8,3.0,3.9,12.9,22.5,22.5,16.88,0.169,0.178,0.191,63.4,12.1,8500,1.0,1.3,0,LANDSLIDE_OBSERVATION_CATALOG
24.46,1869.5,304.3,1,134.3,2637.4,3.0,5.9,30.3,73.3,158.3,54.97,0.234,0.287,0.256,71.0,13.8,8500,2.0,1.4,0,LANDSLIDE_OBSERVATION_CATALOG
22.9,1485.9,129.3,6,182.9,1277.6,3.0,3.7,19.9,47.3,134.6,35.47,0.201,0.268,0.245,67.1,16.3,8500,2.0,7.4,0,LANDSLIDE_OBSERVATION_CATALOG
18.41,185.5,143.4,1,76.3,1579.8,3.0,7.1,31.4,85.5,163.7,64.12,0.249,0.291,0.259,72.8,24.8,8500,2.0,2.3,0,LANDSLIDE_OBSERVATION_CATALOG
50.86,1800.8,28.5,4,152.3,1208.4,3.0,26.5,84.9,154.4,294.7,115.8,0.338,0.396,0.321,83.2,14.3,8500,2.0,9.9,0,LANDSLIDE_OBSERVATION_CATALOG
30.55,1437.1,89.2,2,344.4,558.9,3.0,23.7,70.3,186.6,414.4,139.95,0.379,0.492,0.379,88.0,16.7,8500,1.0,7.7,0,LANDSLIDE_OBSERVATION_CATALOG
11.79,362.3,7.9,2,42.2,165.4,3.0,12.2,71.0,178.9,421.5,134.18,0.369,0.497,0.382,86.8,23.6,15000,3.0,4.1,0,LANDSLIDE_OBSERVATION_CATALOG
22.98,1863.2,350.8,2,737.2,491.0,3.0,26.5,114.0,232.5,598.6,174.38,0.438,0.52,0.467,94.9,13.9,8500,1.0,7.5,0,LANDSLIDE_OBSERVATION_CATALOG
40.55,1251.5,127.5,1,597.6,2534.0,3.0,19.4,53.6,130.2,328.9,97.65,0.307,0.423,0.338,79.5,17.9,8500,1.0,4.0,0,LANDSLIDE_OBSERVATION_CATALOG
38.34,406.6,188.3,4,272.8,396.4,3.0,7.7,23.7,64.8,205.4,48.6,0.223,0.324,0.279,69.7,23.4,8500,1.0,9.7,0,LANDSLIDE_OBSERVATION_CATALOG
2.37,1416.2,338.1,0,121.0,365.7,3.0,25.1,91.3,283.4,702.8,212.55,0.503,0.52,0.48,99.0,16.8,8500,2.0,3.2,0,LANDSLIDE_OBSERVATION_CATALOG
12.68,647.3,7.5,5,138.1,321.9,3.0,5.0,15.8,37.4,81.1,28.05,0.188,0.225,0.219,65.6,21.8,8500,2.0,2.5,0,LANDSLIDE_OBSERVATION_CATALOG
