record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_occurred,data_source,state_encoded,district_encoded,soil_type_encoded,land_cover_encoded
TG-004557,Sikkim,East Sikkim,27.81718,88.28552,2048.6,27.85,191.2,Laterite,Sparse Forest,255.6,1103.5,24.6,97.0,190.1,346.7,544.8,1,2015-12-29,1,DEMO DATA,6,10,1,6
TG-000353,Mizoram,Aizawl,23.06405,93.11182,1168.9,40.27,197.0,Silty Clay,Grassland,927.1,3314.0,16.6,65.2,221.6,368.3,669.1,4,2018-03-23,0,DEMO DATA,4,0,5,4
TG-010491,Tripura,West Tripura,23.72053,91.71532,1178.7,19.3,156.7,Clay Loam,Dense Forest,494.7,108.5,8.1,31.8,78.3,175.3,324.1,4,2017-02-21,0,DEMO DATA,7,47,0,3
TG-003759,Tripura,Sepahijala,24.48337,91.23626,1190.4,26.62,117.4,Rocky/Gravelly,Shrubland,457.8,1825.7,14.1,60.0,158.9,370.0,698.2,2,2016-03-11,0,DEMO DATA,7,31,3,5
TG-010346,Meghalaya,West Garo Hills,25.46329,91.19912,1708.7,30.06,313.0,Sandy Loam,Dense Forest,310.4,141.5,34.9,136.9,400.0,859.7,1730.5,1,2015-03-27,0,DEMO DATA,3,42,4,3
TG-003776,Nagaland,Zunheboto,25.84605,95.19215,2471.7,35.93,17.6,Clay Loam,Sparse Forest,23.1,69.7,28.1,101.2,291.5,747.7,1377.7,5,2024-09-12,1,DEMO DATA,5,49,0,6
TG-009843,Arunachal Pradesh,Lohit,29.25685,96.22262,530.4,42.5,135.5,Rocky/Gravelly,Agricultural Land,422.2,988.5,23.4,51.5,290.8,589.7,928.9,6,2017-11-09,0,DEMO DATA,0,21,3,0
TG-001294,Assam,Nagaon,25.68814,92.10415,1034.3,28.83,163.9,Laterite,Sparse Forest,87.6,417.3,23.5,46.0,114.4,272.3,438.1,3,2016-02-16,0,DEMO DATA,1,25,1,6
TG-004857,Assam,Dima Hasao,27.391,95.41837,883.4,8.09,32.8,Loam,Dense Forest,262.1,1713.7,15.7,40.0,71.6,143.5,186.6,1,2016-04-21,0,DEMO DATA,1,7,2,3
TG-006555,Assam,Sonitpur,26.85082,92.7489,417.3,21.73,314.1,Laterite,Dense Forest,422.8,129.0,41.2,118.1,311.4,527.9,701.6,1,2019-05-15,0,DEMO DATA,1,33,1,3
TG-002835,Meghalaya,West Khasi Hills,25.58421,92.39363,2052.6,29.47,255.6,Silty Clay,Sparse Forest,462.2,1073.9,9.8,23.5,46.0,108.3,213.7,3,2018-01-28,0,DEMO DATA,3,44,5,6
TG-005027,Arunachal Pradesh,West Kameng,28.7023,93.01482,2037.8,21.75,232.3,Sandy Loam,Agricultural Land,436.5,80.6,54.5,221.7,591.5,1091.5,2197.8,4,2024-06-10,1,DEMO DATA,0,43,4,0
TG-000997,Mizoram,Kolasib,23.37068,93.15959,1799.5,54.63,114.7,Loam,Dense Forest,639.0,792.7,49.3,139.7,405.5,973.6,1664.0,1,2019-06-20,1,DEMO DATA,4,20,2,3
TG-008705,Nagaland,Zunheboto,25.50726,93.40924,2237.6,25.465,202.2,Rocky/Gravelly,Grassland,769.0,115.3,22.1,75.8,248.5,510.2,662.2,4,2021-05-05,0,DEMO DATA,5,49,3,4
TG-010716,Assam,Cachar,25.76585,95.601,1825.8,0.0,308.5,Clay Loam,Sparse Forest,128.3,524.4,9.8,30.0,68.2,123.3,190.6,0,2025-09-09,0,DEMO DATA,1,1,0,6
TG-005192,Nagaland,Zunheboto,26.13329,94.63139,1690.6,16.83,118.8,Laterite,Shrubland,554.2,879.5,13.3,46.8,78.7,173.4,258.4,1,2019-05-05,0,DEMO DATA,5,49,1,5
TG-005807,Meghalaya,Ri Bhoi,25.953,91.02219,1036.9,27.43,116.7,Rocky/Gravelly,Built-up/Urban,448.4,650.1,40.1,106.8,263.9,519.7,928.0,1,2019-01-07,0,DEMO DATA,3,28,3,2
TG-003395,Assam,Kamrup,24.92248,94.73629,754.3,12.1,73.5,Laterite,Dense Forest,19.0,2345.5,3.3,11.0,4.4,2.7,6.5,1,2024-02-24,0,DEMO DATA,1,16,1,3
TG-004228,Manipur,Imphal West,24.64307,94.63552,1396.1,35.16,258.2,Silty Clay,Agricultural Land,519.2,108.9,11.6,19.6,63.7,98.4,165.8,0,2015-09-23,0,DEMO DATA,2,14,5,0
TG-007607,Manipur,Churachandpur,25.54156,94.21086,1149.9,25.96,234.9,Clay Loam,Barren/Rocky,634.7,1422.1,3.6,17.9,45.3,32.3,24.8,1,2023-10-19,0,DEMO DATA,2,4,0,1
TG-008880,Mizoram,Serchhip,24.30859,93.38365,1540.4,33.1,273.6,Laterite,Agricultural Land,6.3,55.7,35.0,85.5,259.6,566.5,810.6,3,2022-10-14,0,DEMO DATA,4,32,1,0
TG-006731,Mizoram,Champhai,22.32017,92.93619,2436.5,47.48,23.2,Rocky/Gravelly,Dense Forest,958.4,152.0,11.3,43.8,105.3,163.3,291.6,1,2024-07-03,0,DEMO DATA,4,2,3,3
TG-001064,Assam,Dibrugarh,27.07536,92.31499,1098.7,40.21,298.6,Laterite,Built-up/Urban,346.9,2050.9,19.2,59.1,159.2,388.3,823.7,5,2024-07-01,0,DEMO DATA,1,6,1,2
TG-002106,Arunachal Pradesh,Papum Pare,26.94494,94.05712,920.4,21.92,104.7,Silty Clay,Shrubland,801.2,13.8,7.6,40.6,119.3,312.9,662.0,0,2018-08-27,0,DEMO DATA,0,27,5,5
TG-011268,Assam,Golaghat,26.85803,93.58389,1167.9,5.56,292.7,Clay Loam,Grassland,485.6,417.3,8.3,54.4,113.2,209.3,280.3,0,2022-09-27,0,DEMO DATA,1,11,0,4
TG-007773,Manipur,Tamenglong,24.27023,93.24044,1461.9,15.16,74.8,Clay Loam,Grassland,77.2,448.0,19.8,44.8,194.0,489.8,669.4,0,2016-08-15,0,DEMO DATA,2,37,0,4
TG-011693,Sikkim,West Sikkim,27.40545,88.82114,2122.0,23.93,280.7,Sandy Loam,Agricultural Land,125.4,194.6,16.6,61.5,170.6,454.7,669.7,1,2022-08-06,0,DEMO DATA,6,46,4,0
TG-005536,Meghalaya,Ri Bhoi,25.15388,90.76127,1233.3,47.05,341.3,Sandy Loam,Sparse Forest,743.9,106.9,12.9,40.4,107.1,243.5,445.0,3,2015-04-02,0,DEMO DATA,3,28,4,6
TG-011837,Nagaland,Kohima,26.54867,93.95411,961.1,21.65,84.5,Rocky/Gravelly,Agricultural Land,61.7,352.7,11.9,42.0,62.6,132.5,218.8,1,2025-12-09,0,DEMO DATA,5,19,3,0
TG-004436,Tripura,South Tripura,23.0083,91.21131,349.1,13.26,75.6,Rocky/Gravelly,Agricultural Land,587.5,400.45000000000005,15.7,64.1,146.8,340.8,760.2,4,2017-04-15,1,DEMO DATA,7,36,3,0
TG-000729,Sikkim,South Sikkim,27.07152,88.11447,1689.5,23.07,79.1,Loam,Built-up/Urban,19.8,296.2,30.1,110.7,287.4,532.6,687.0,2,2024-06-10,0,DEMO DATA,6,35,2,2
TG-001287,Assam,Kamrup,26.48405,93.08217,182.4,14.14,319.2,Rocky/Gravelly,Built-up/Urban,1980.9,522.9,17.4,53.6,75.0,153.6,164.1,2,2023-11-24,0,DEMO DATA,1,16,3,2
TG-003710,Arunachal Pradesh,Papum Pare,26.86676,92.10795,1956.6,28.64,314.9,Clay Loam,Shrubland,506.8,1026.3,22.1,71.5,173.3,460.2,622.1,4,2016-03-29,0,DEMO DATA,0,27,0,5
TG-002396,Mizoram,Saiha,22.9006,92.80368,2564.4,33.0,176.1,Laterite,Sparse Forest,363.0,417.7,39.6,183.8,565.7,1200.0,2157.5,2,2020-01-01,1,DEMO DATA,4,29,1,6
TG-002275,Sikkim,South Sikkim,28.14266,88.54435,1431.6,8.24,9.5,Sandy Loam,Agricultural Land,279.4,59.7,16.0,32.0,83.2,192.9,326.0,0,2019-05-21,0,DEMO DATA,6,35,4,0
TG-003091,Sikkim,West Sikkim,27.16636,88.68961,44.2,31.86,327.2,Loam,Grassland,329.7,352.3,19.4,57.9,158.8,326.9,503.2,0,2019-11-08,0,DEMO DATA,6,46,2,4
TG-008140,Manipur,Ukhrul,23.98411,94.75871,2542.9,0.94,250.3,Silty Clay,Sparse Forest,200.4,389.1,31.1,93.0,209.5,514.1,789.4,1,2022-11-02,0,DEMO DATA,2,40,5,6
TG-000398,Assam,Dima Hasao,26.32982,95.83231,943.8,6.16,98.5,Clay Loam,Shrubland,121.1,238.9,8.7,18.3,34.6,17.8,58.3,1,2016-09-23,0,DEMO DATA,1,7,0,5
TG-003277,Tripura,Sepahijala,23.42621,91.98825,1382.9,19.24,277.0,Clay Loam,Dense Forest,60.7,73.6,26.0,58.2,167.2,307.8,515.8,6,2021-07-23,0,DEMO DATA,7,31,0,3
TG-003212,Meghalaya,South Garo Hills,25.15366,92.03207,1967.7,46.54,163.3,Sandy Loam,Sparse Forest,792.0,1131.7,22.4,101.2,258.1,518.1,878.4,3,2019-11-16,0,DEMO DATA,3,34,4,6
TG-006770,Assam,Kamrup,25.90451,92.97171,1068.4,4.74,355.2,Laterite,Sparse Forest,352.8,163.3,12.4,58.2,175.3,318.7,528.6,1,2024-08-28,0,DEMO DATA,1,16,1,6
TG-006286,Mizoram,Champhai,23.77711,92.52871,1037.3,30.53,343.5,Rocky/Gravelly,Sparse Forest,454.6,197.6,17.2,54.5,134.5,335.6,493.5,0,2023-08-21,0,DEMO DATA,4,2,3,6
TG-007345,Nagaland,Zunheboto,25.25059,95.15756,901.1,32.6,183.2,Rocky/Gravelly,Dense Forest,1191.0,141.8,38.2,149.7,363.6,785.3,1366.1,4,2018-03-22,0,DEMO DATA,5,49,3,3
TG-011428,Meghalaya,South Garo Hills,25.70093,91.3317,1126.2,23.25,218.5,Sandy Loam,Grassland,160.8,488.1,71.9,231.9,494.1,1011.7,1790.4,2,2018-07-11,1,DEMO DATA,3,34,4,4
TG-001315,Arunachal Pradesh,Upper Siang,29.07102,96.66365,1010.0,39.94,179.7,Laterite,Agricultural Land,549.5,69.7,30.8,129.8,228.7,372.2,578.1,3,2021-02-03,0,DEMO DATA,0,41,1,0
TG-005898,Sikkim,East Sikkim,27.7451,88.55195,1469.7,29.79,274.0,Sandy Loam,Agricultural Land,47.8,433.9,13.2,63.4,87.9,123.9,267.5,6,2020-12-05,0,DEMO DATA,6,10,4,0
TG-001800,Mizoram,Champhai,23.03285,92.96961,1236.8,34.03,19.4,Sandy Loam,Dense Forest,539.3,167.6,33.0,96.0,338.6,676.9,1256.7,4,2023-01-27,0,DEMO DATA,4,2,4,3
TG-003329,Assam,Nagaon,26.94431,93.19439,1351.2,19.74,146.4,Clay Loam,Dense Forest,407.1,242.8,17.9,56.0,157.2,276.0,454.1,1,2023-01-24,0,DEMO DATA,1,25,0,3
TG-006451,Manipur,Imphal East,23.89635,94.0732,39.2,34.42,286.0,Rocky/Gravelly,Barren/Rocky,875.4,2871.6,19.9,93.0,173.8,434.5,691.7,6,2025-10-16,1,DEMO DATA,2,13,3,1
TG-004268,Nagaland,Wokha,26.98258,93.49083,921.9,27.19,286.5,Clay Loam,Dense Forest,208.3,142.4,7.0,16.6,22.5,9.5,63.4,2,2017-11-13,0,DEMO DATA,5,48,0,3
TG-010767,Tripura,Khowai,23.44024,92.10193,968.7,51.05,266.0,Rocky/Gravelly,Sparse Forest,143.1,2148.8,11.5,37.0,82.7,179.7,390.3,1,2024-10-30,0,DEMO DATA,7,18,3,6
TG-000309,Assam,Sonitpur,25.39129,92.70343,860.7,11.03,13.3,Loam,Dense Forest,1317.5,1181.0,19.4,76.6,172.5,364.9,727.5,0,2016-08-08,0,DEMO DATA,1,33,2,3
TG-006881,Mizoram,Lunglei,24.17215,92.8603,2478.2,7.93,169.2,Sandy Loam,Dense Forest,627.2,189.4,47.0,142.1,450.3,901.8,1623.8,1,2020-02-10,0,DEMO DATA,4,23,4,3
TG-006636,Assam,Dibrugarh,26.5929,91.94517,20.0,31.57,85.2,Rocky/Gravelly,Built-up/Urban,134.1,62.3,10.4,48.6,64.0,135.6,221.2,2,2015-01-22,0,DEMO DATA,1,6,3,2
TG-008969,Sikkim,North Sikkim,27.45798,88.59658,376.1,14.59,208.9,Laterite,Agricultural Land,759.1,115.0,17.3,70.4,182.0,439.1,700.0,2,2021-01-10,0,DEMO DATA,6,26,1,0
TG-002667,Tripura,Dhalai,24.34528,91.77681,1118.2,18.25,108.8,Loam,Sparse Forest,1721.9,680.4,19.3,62.2,206.8,429.1,624.6,0,2019-10-07,0,DEMO DATA,7,5,2,6
TG-002552,Mizoram,Serchhip,22.55695,92.74632,1672.9,4.57,120.7,Rocky/Gravelly,Built-up/Urban,104.8,428.6,12.2,54.7,116.6,230.6,389.6,2,2021-05-11,0,DEMO DATA,4,32,3,2
TG-002251,Mizoram,Saiha,23.31985,92.40452,2062.2,39.01,104.1,Sandy Loam,Dense Forest,265.7,309.6,28.2,54.7,228.6,579.6,954.3,1,2021-05-14,0,DEMO DATA,4,29,4,3
TG-001391,Manipur,Senapati,25.41082,93.64615,1103.7,21.0,334.6,Loam,Shrubland,27.1,412.7,16.4,37.1,136.7,263.0,388.7,0,2017-06-06,0,DEMO DATA,2,30,2,5
TG-011881,Mizoram,Saiha,23.09875,93.30567,1577.0,15.42,180.1,Rocky/Gravelly,Barren/Rocky,133.0,245.0,51.1,149.4,327.7,613.7,989.1,3,2020-08-16,0,DEMO DATA,4,29,3,1
TG-001617,Assam,Nagaon,26.47968,93.60566,2107.6,11.75,169.5,Rocky/Gravelly,Dense Forest,245.1,228.0,23.3,69.7,214.1,500.2,853.4,0,2019-01-18,0,DEMO DATA,1,25,3,3
TG-004349,Arunachal Pradesh,Lower Subansiri,28.7838,93.61232,1342.8,21.25,5.6,Silty Clay,Dense Forest,896.7,2215.6,28.0,82.8,222.9,431.7,601.6,3,2015-05-01,0,DEMO DATA,0,22,5,3
TG-001476,Sikkim,South Sikkim,27.27152,88.32768,1314.1,31.53,182.2,Clay Loam,Agricultural Land,705.9,174.3,32.6,57.650000000000006,242.6,421.6,462.9,1,2019-11-17,0,DEMO DATA,6,35,0,0
TG-007667,Tripura,Dhalai,22.95316,91.39631,1223.9,10.65,287.6,Laterite,Dense Forest,40.1,183.5,9.5,39.6,81.3,182.6,347.4,3,2021-04-18,0,DEMO DATA,7,5,1,3
TG-011616,Meghalaya,Ri Bhoi,25.54475,91.10718,1575.1,27.39,8.4,Loam,Grassland,325.4,555.4,30.2,115.8,295.6,723.9,1043.5,6,2021-08-22,0,DEMO DATA,3,28,2,4
TG-007126,Tripura,South Tripura,23.87074,92.27692,1462.0,29.97,349.5,Sandy Loam,Dense Forest,51.4,326.4,26.0,86.1,210.2,459.9,884.2,3,2017-12-03,0,DEMO DATA,7,36,4,3
TG-010873,Meghalaya,West Garo Hills,25.2584,92.63633,1742.5,37.02,161.3,Sandy Loam,Sparse Forest,13.6,67.7,8.4,42.0,85.1,154.1,263.8,3,2016-04-14,0,DEMO DATA,3,42,4,6
TG-011211,Tripura,Sepahijala,24.1927,91.75739,953.5,17.75,72.4,Laterite,Dense Forest,43.7,400.45000000000005,34.0,115.9,264.7,642.7,1195.6,1,2015-10-17,1,DEMO DATA,7,31,1,3
TG-011802,Arunachal Pradesh,West Kameng,26.8227,97.32887,1701.6,37.76,140.5,Clay Loam,Built-up/Urban,83.3,1465.3,10.5,18.9,65.6,111.9,194.3,2,2024-10-17,0,DEMO DATA,0,43,0,2
TG-009039,Tripura,West Tripura,23.75509,91.34668,891.6,3.65,291.9,Clay Loam,Grassland,786.7,233.2,26.8,77.0,221.3,532.3,808.5,2,2021-08-13,0,DEMO DATA,7,47,0,4
TG-002695,Meghalaya,Jaintia Hills,25.66963,91.1003,633.1,38.6,296.5,Sandy Loam,Barren/Rocky,661.4,332.6,33.3,114.9,318.2,736.5,1011.4,4,2018-11-27,1,DEMO DATA,3,15,4,1
TG-004837,Assam,Karbi Anglong,26.11919,91.92441,457.6,15.18,75.3,Loam,Sparse Forest,147.4,2736.2,31.7,104.6,207.2,329.3,643.4,3,2018-07-16,0,DEMO DATA,1,17,2,6
TG-002059,Meghalaya,Jaintia Hills,25.77006,91.45063,2109.5,53.09,306.1,Rocky/Gravelly,Dense Forest,339.2,513.3,19.1,85.1,167.4,379.8,623.3,2,2019-12-28,0,DEMO DATA,3,15,3,3
TG-003065,Arunachal Pradesh,Tawang,28.25074,93.60957,1672.9,24.43,305.3,Laterite,Sparse Forest,84.0,157.9,28.4,125.1,276.6,553.5,801.1,1,2015-03-24,0,DEMO DATA,0,38,1,6
TG-007209,Meghalaya,West Garo Hills,25.77088,90.62055,1520.7,14.05,276.6,Sandy Loam,Dense Forest,529.9,449.5,86.3,266.0,600.0,1092.9,1956.2,4,2017-07-01,1,DEMO DATA,3,42,4,3
TG-007712,Nagaland,Dimapur,25.82476,93.95566,1481.6,39.3,249.8,Rocky/Gravelly,Agricultural Land,95.1,797.4,24.4,94.7,204.8,341.8,669.5,4,2024-09-09,1,DEMO DATA,5,8,3,0
TG-010371,Tripura,Dhalai,24.30845,91.31607,894.5,27.19,168.4,Rocky/Gravelly,Dense Forest,328.0,913.9,25.4,88.3,202.9,488.6,864.1,4,2024-12-01,1,DEMO DATA,7,5,3,3
TG-007453,Assam,Golaghat,25.44854,89.76476,20.0,0.0,225.9,Laterite,Shrubland,5.0,1284.0,16.9,40.4,99.1,247.5,456.0,2,2021-06-04,0,DEMO DATA,1,11,1,5
TG-001734,Mizoram,Aizawl,22.86271,93.34362,2562.9,42.21,253.0,Rocky/Gravelly,Grassland,321.5,1127.4,24.0,65.4,152.2,300.5,356.8,0,2021-09-21,0,DEMO DATA,4,0,3,4
TG-009247,Manipur,Imphal East,23.90038,93.60866,1250.6,34.93,202.7,Rocky/Gravelly,Dense Forest,2020.0,282.0,14.6,50.0,111.4,296.2,512.7,1,2017-05-31,0,DEMO DATA,2,13,3,3
TG-001817,Nagaland,Mokokchung,25.77646,94.73575,2264.4,27.07,212.3,Rocky/Gravelly,Grassland,324.6,101.3,15.8,53.7,99.2,278.5,544.8,5,2015-11-23,0,DEMO DATA,5,24,3,4
TG-007309,Assam,Cachar,24.40732,92.61383,891.5,19.88,351.1,Rocky/Gravelly,Sparse Forest,25.5,131.8,9.1,33.0,79.1,152.6,342.9,1,2015-08-30,0,DEMO DATA,1,1,3,6
TG-010550,Arunachal Pradesh,West Siang,26.79131,97.11289,998.7,41.09,180.7,Loam,Grassland,660.4,648.4,38.2,144.0,282.9,654.5,999.3,3,2021-02-08,0,DEMO DATA,0,45,2,4
TG-005958,Tripura,Khowai,24.01684,91.77625,961.2,16.08,309.5,Sandy Loam,Shrubland,125.6,48.3,8.5,46.9,66.2,71.6,102.5,0,2024-03-04,0,DEMO DATA,7,18,4,5
TG-003997,Assam,Dima Hasao,26.08892,95.45905,1453.8,22.85,342.5,Laterite,Dense Forest,91.2,337.5,8.3,22.9,39.2,87.9,132.8,0,2024-10-26,0,DEMO DATA,1,7,1,3
TG-011088,Sikkim,West Sikkim,27.77369,88.76441,20.0,44.54,33.7,Silty Clay,Grassland,212.9,713.5,10.6,27.2,41.3,103.7,183.3,1,2024-08-12,0,DEMO DATA,6,46,5,4
TG-007653,Tripura,Dhalai,23.16847,91.68339,240.4,0.0,239.8,Rocky/Gravelly,Agricultural Land,335.3,389.1,22.3,105.2,228.3,362.4,695.2,3,2025-12-16,0,DEMO DATA,7,5,3,0
TG-009257,Mizoram,Serchhip,22.26044,92.5106,2290.1,4.91,56.5,Rocky/Gravelly,Sparse Forest,278.7,21.5,8.9,27.8,57.7,88.5,128.0,0,2016-10-13,0,DEMO DATA,4,32,3,6
TG-004072,Arunachal Pradesh,Upper Siang,27.5548,96.59017,176.4,17.93,90.9,Rocky/Gravelly,Dense Forest,298.2,308.6,12.2,27.1,68.8,152.3,250.1,0,2020-04-12,0,DEMO DATA,0,41,3,3
TG-008680,Meghalaya,East Khasi Hills,25.71561,92.57369,2797.5,27.84,42.1,Loam,Dense Forest,726.5,909.5,27.6,97.2,307.9,551.2,1107.4,1,2019-11-07,0,DEMO DATA,3,9,2,3
TG-008258,Assam,Karbi Anglong,26.61013,95.09819,940.4,19.99,212.2,Rocky/Gravelly,Dense Forest,477.5,2102.8,6.5,17.8,28.5,52.1,99.2,0,2021-11-28,0,DEMO DATA,1,17,3,3
TG-000576,Manipur,Tamenglong,25.28592,93.54753,320.3,6.89,225.0,Sandy Loam,Built-up/Urban,315.9,961.9,25.8,102.1,216.7,330.4,454.1,1,2022-10-27,0,DEMO DATA,2,37,4,2
TG-004090,Mizoram,Aizawl,23.70871,92.67751,1472.8,14.47,84.7,Laterite,Agricultural Land,214.4,1037.5,20.3,93.6,214.4,420.5,614.7,3,2016-04-06,0,DEMO DATA,4,0,1,0
TG-006324,Tripura,West Tripura,23.40845,92.27012,893.6,12.14,94.7,Silty Clay,Agricultural Land,105.8,1111.3,25.3,101.1,293.5,556.4,783.9,0,2016-12-31,0,DEMO DATA,7,47,5,0
TG-006316,Meghalaya,Ri Bhoi,25.01565,92.16282,1865.8,28.05,190.2,Loam,Dense Forest,1947.5,443.6,15.2,63.2,131.7,227.9,331.1,4,2022-12-17,1,DEMO DATA,3,28,2,3
TG-008012,Arunachal Pradesh,Lower Subansiri,27.42467,95.85058,1628.9,32.59,328.7,Sandy Loam,Grassland,536.6,927.2,4.5,51.5,18.0,49.3,56.1,0,2018-09-01,0,DEMO DATA,0,22,4,4
TG-004917,Manipur,Imphal East,25.60887,93.6726,1423.9,0.18,41.8,Sandy Loam,Agricultural Land,616.4,1000.3,28.2,96.9,184.6,350.7,528.6,2,2015-03-16,0,DEMO DATA,2,13,4,0
TG-006402,Meghalaya,South Garo Hills,25.94802,89.91055,2612.0,13.56,164.4,Loam,Barren/Rocky,147.2,998.8,24.1,72.7,154.1,407.7,829.4,2,2022-07-08,1,DEMO DATA,3,34,2,1
TG-009344,Arunachal Pradesh,West Siang,27.86937,91.8078,3085.3,34.48,246.7,Sandy Loam,Agricultural Land,285.5,443.0,32.4,138.7,348.6,719.5,1141.5,1,2021-06-27,1,DEMO DATA,0,45,4,0
TG-004634,Tripura,Gomati,23.40988,91.56417,1403.3,26.13,42.5,Loam,Dense Forest,467.3,1343.7,36.8,112.5,283.7,668.6,1136.6,1,2017-04-29,1,DEMO DATA,7,12,2,3
TG-006721,Arunachal Pradesh,Lohit,28.7938,92.77167,107.4,29.28,357.4,Silty Clay,Agricultural Land,610.5,401.15,30.3,97.2,274.1,586.9,777.4,1,2020-08-03,0,DEMO DATA,0,21,5,0
TG-002093,Assam,Nagaon,26.34864,95.97571,1281.4,8.82,205.0,Clay Loam,Grassland,503.1,941.9,38.4,123.6,317.9,741.4,1404.2,2,2015-09-22,0,DEMO DATA,1,25,0,4
TG-001141,Tripura,South Tripura,23.8234,92.21941,20.0,7.74,46.5,Loam,Barren/Rocky,555.6,383.5,5.6,20.6,32.7,59.0,149.4,1,2016-10-21,0,DEMO DATA,7,36,2,1
TG-010710,Nagaland,Kohima,26.01904,94.83053,1890.8,44.63,200.1,Rocky/Gravelly,Dense Forest,346.5,394.1,11.2,36.7,99.4,189.2,399.9,3,2024-01-17,0,DEMO DATA,5,19,3,3
TG-003120,Mizoram,Aizawl,23.22355,92.39475,2453.4,26.38,313.8,Silty Clay,Dense Forest,1367.9,55.8,6.9,5.7,14.4,32.7,80.6,0,2021-06-14,0,DEMO DATA,4,0,5,3
TG-004040,Arunachal Pradesh,Papum Pare,29.04812,93.06781,1941.7,21.76,49.9,Clay Loam,Barren/Rocky,256.5,28.5,48.7,176.5,467.2,978.9,1508.5,6,2023-05-30,1,DEMO DATA,0,27,0,1
TG-010519,Mizoram,Lunglei,24.35686,92.73918,2023.6,29.4,293.5,Silty Clay,Grassland,399.5,207.6,9.0,23.7,92.3,200.7,404.8,2,2021-12-24,0,DEMO DATA,4,23,5,4
TG-008617,Meghalaya,East Khasi Hills,25.80822,91.99949,969.0,28.62,359.0,Laterite,Dense Forest,277.4,1757.0,93.7,352.1,600.0,1186.4,2135.6,3,2020-12-05,1,DEMO DATA,3,9,1,3
TG-000834,Assam,Cachar,25.12128,95.97813,45.6,5.93,343.8,Rocky/Gravelly,Built-up/Urban,577.1,876.1,4.1,16.1,59.8,141.0,237.8,0,2018-12-01,1,DEMO DATA,1,1,3,2
TG-000242,Tripura,South Tripura,23.5092,91.96349,928.7,16.22,322.9,Silty Clay,Dense Forest,107.4,387.3,34.6,88.3,253.2,490.3,713.0,1,2022-06-24,0,DEMO DATA,7,36,5,3
TG-007851,Nagaland,Zunheboto,26.5016,94.37557,2096.6,0.0,256.2,Rocky/Gravelly,Built-up/Urban,262.5,11.1,17.7,68.6,166.1,361.9,516.1,2,2024-05-05,0,DEMO DATA,5,49,3,2
TG-004424,Arunachal Pradesh,West Siang,27.70984,93.6573,1218.2,27.94,208.1,Rocky/Gravelly,Shrubland,447.5,330.5,22.0,96.1,188.2,304.7,514.8,4,2024-05-17,0,DEMO DATA,0,45,3,5
TG-011054,Tripura,Khowai,23.18467,91.90214,496.8,19.18,342.7,Silty Clay,Grassland,317.5,398.4,22.1,97.3,201.0,410.1,624.9,2,2025-02-14,0,DEMO DATA,7,18,5,4
TG-008502,Manipur,Churachandpur,24.57103,93.82304,856.6,39.85,339.7,Laterite,Shrubland,111.9,1828.8,6.5,26.0,64.8,138.2,170.5,3,2017-09-28,0,DEMO DATA,2,4,1,5
TG-008216,Tripura,Sepahijala,23.45935,92.06903,2160.8,30.1,186.7,Clay Loam,Dense Forest,1010.7,128.2,5.6,24.4,74.1,197.6,197.4,0,2022-03-03,0,DEMO DATA,7,31,0,3
TG-004356,Mizoram,Kolasib,23.06492,92.37575,847.9,25.38,147.2,Laterite,Sparse Forest,20.8,169.4,10.7,56.0,161.6,424.5,733.3,3,2025-11-23,0,DEMO DATA,4,20,1,6
TG-006301,Nagaland,Kohima,26.76399,95.19639,1038.0,47.87,324.3,Rocky/Gravelly,Agricultural Land,61.9,125.9,4.6,27.4,55.2,108.8,262.6,2,2023-02-28,0,DEMO DATA,5,19,3,0
TG-003336,Nagaland,Zunheboto,26.15044,94.59453,3035.0,17.28,323.6,Sandy Loam,Dense Forest,116.4,1494.1,4.3,13.1,22.8,8.9,14.8,0,2025-11-07,0,DEMO DATA,5,49,4,3
TG-011318,Nagaland,Kohima,25.2223,94.93268,1267.5,13.84,248.6,Silty Clay,Dense Forest,383.4,586.0,17.1,62.0,121.8,265.2,380.0,1,2015-12-22,0,DEMO DATA,5,19,5,3
TG-001945,Sikkim,North Sikkim,27.95448,88.26724,2775.8,40.91,348.7,Rocky/Gravelly,Dense Forest,1141.0,944.4,5.1,16.4,53.2,80.5,73.3,1,2019-02-28,0,DEMO DATA,6,26,3,3
TG-005283,Tripura,Dhalai,23.384,92.29834,941.2,1.06,316.8,Clay Loam,Sparse Forest,381.5,86.8,3.6,11.5,38.4,78.6,127.6,0,2020-09-06,0,DEMO DATA,7,5,0,6
TG-009438,Arunachal Pradesh,Lower Subansiri,27.98308,94.58595,1421.3,11.8,207.3,Clay Loam,Dense Forest,138.8,289.6,4.6,17.8,42.4,63.9,143.6,1,2022-01-21,0,DEMO DATA,0,22,0,3
TG-002335,Tripura,Gomati,23.48608,91.53581,1295.5,11.72,235.3,Rocky/Gravelly,Grassland,85.1,22.3,18.7,75.0,223.1,558.4,783.7,1,2024-02-01,0,DEMO DATA,7,12,3,4
